index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,director
0,237000000,Action Adventure Fantasy Science Fiction,http://www.avatarmovie.com/,19995,culture clash future space war space colony society,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-12-10,2787965087,162,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Enter the World of Pandora.,Avatar,7.2,11800,Sam Worthington Zoe Saldana Sigourney Weaver Stephen Lang Michelle Rodriguez,"[{'name': 'Stephen E. Rivkin', 'gender': 0, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe48009251416c750aca23', 'id': 1721}, {'name': 'Rick Carter', 'gender': 2, 'department': 'Art', 'job': 'Production Design', 'credit_id': '539c47ecc3a36810e3001f87', 'id': 496}, {'name': 'Christopher Boyes', 'gender': 0, 'department': 'Sound', 'job': 'Sound Designer', 'credit_id': '54491c89c3a3680fb4001cf7', 'id': 900}, {'name': 'Christopher Boyes', 'gender': 0, 'department': 'Sound', 'job': 'Supervising Sound Editor', 'credit_id': '54491cb70e0a267480001bd0', 'id': 900}, {'name': 'Mali Finn', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '539c4a4cc3a36810c9002101', 'id': 1262}, {'name': 'James Horner', 'gender': 2, 'department': 'Sound', 'job': 'Original Music Composer', 'credit_id': '5544ee3b925141499f0008fc', 'id': 1729}, {'name': 'James Cameron', 'gender': 2, 'department': 'Directing', 'job': 'Director', 'credit_id': '52fe48009251416c750ac9c3', 'id': 2710}, {'name': 'James Cameron', 'gender': 2, 'department': 'Writing', 'job': 'Writer', 'credit_id': '52fe48009251416c750ac9d9', 'id': 2710}, {'name': 'James Cameron', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe48009251416c750aca17', 'id': 2710}, {'name': 'James Cameron', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe48009251416c750aca29', 'id': 2710}, {'name': 'James Cameron', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe48009251416c750aca3f', 'id': 2710}, {'name': 'Andrew Menzies', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c4987c3a36810ba0021a4', 'id': 7236}, {'name': 'Jill Brooks', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Producer', 'credit_id': '549598c3c3a3686ae9004383', 'id': 6690}, {'name': 'Margery Simkin', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '52fe48009251416c750aca4b', 'id': 6347}, {'name': 'Kevin Ishioka', 'gender': 2, 'department': 'Art', 'job': 'Supervising Art Director', 'credit_id': '570b6f419251417da70032fe', 'id': 6878}, {'name': 'Dick Bernstein', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '5495a0fac3a3686ae9004468', 'id': 6883}, {'name': 'Shannon Mills', 'gender': 0, 'department': 'Sound', 'job': 'Sound Effects Editor', 'credit_id': '54959706c3a3686af3003e81', 'id': 8159}, {'name': 'Dennie Thorpe', 'gender': 0, 'department': 'Sound', 'job': 'Foley', 'credit_id': '54491d58c3a3680fb1001ccb', 'id': 8160}, {'name': 'Jana Vance', 'gender': 0, 'department': 'Sound', 'job': 'Foley', 'credit_id': '54491d6cc3a3680fa5001b2c', 'id': 8163}, {'name': 'Deborah Lynn Scott', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '52fe48009251416c750aca57', 'id': 8527}, {'name': 'Jon Landau', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe48009251416c750aca2f', 'id': 8529}, {'name': 'Sean Haworth', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c4937c3a36810ba002194', 'id': 9618}, {'name': 'Kim Sinclair', 'gender': 1, 'department': 'Art', 'job': 'Set Decoration', 'credit_id': '539c49b6c3a36810c10020e6', 'id': 12653}, {'name': 'Kim Sinclair', 'gender': 1, 'department': 'Art', 'job': 'Supervising Art Director', 'credit_id': '570b6f2f9251413a0e00020d', 'id': 12653}, {'name': 'Richard F. Mays', 'gender': 2, 'department': 'Art', 'job': 'Set Designer', 'credit_id': '54491a6c0e0a26748c001b19', 'id': 14350}, {'name': 'Laeta Kalogridis', 'gender': 1, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '56928cf4c3a3684cff0025c4', 'id': 20294}, {'name': 'Mayes C. Rubeo', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '52fe48009251416c750aca51', 'id': 17675}, {'name': 'Mauro Fiore', 'gender': 2, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '52fe48009251416c750aca11', 'id': 18265}, {'name': 'Scott Herbertson', 'gender': 0, 'department': 'Art', 'job': 'Set Designer', 'credit_id': '5449194d0e0a26748f001b39', 'id': 42281}, {'name': 'Woody Schultz', 'gender': 0, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '52fe48009251416c750aca05', 'id': 42288}, {'name': 'Linda DeVetta', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '5592aefb92514152de0010f5', 'id': 29067}, {'name': 'Linda DeVetta', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Hairstylist', 'credit_id': '5592afa492514152de00112c', 'id': 29067}, {'name': 'Richard Bluck', 'gender': 2, 'department': 'Camera', 'job': 'Camera Operator', 'credit_id': '54959ed592514130fc002e5d', 'id': 33302}, {'name': 'Simon Bright', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c4891c3a36810ba002147', 'id': 33303}, {'name': 'Richard Martin', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor', 'credit_id': '54959c069251417a81001f3a', 'id': 113145}, {'name': 'Steve R. Moore', 'gender': 2, 'department': 'Crew', 'job': 'Visual Effects Editor', 'credit_id': '54959a0dc3a3680ff5002c8d', 'id': 58188}, {'name': 'John Refoua', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe48009251416c750aca1d', 'id': 58871}, {'name': 'Karl J. Martin', 'gender': 0, 'department': 'Art', 'job': 'Set Designer', 'credit_id': '54491a4dc3a3680fc30018ca', 'id': 92359}, {'name': 'Chiling Lin', 'gender': 1, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '52fe48009251416c750aca35', 'id': 72201}, {'name': 'Ilram Choi', 'gender': 0, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '52fe48009251416c750ac9ff', 'id': 89714}, {'name': 'Steven Quale', 'gender': 2, 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor', 'credit_id': '54959c529251416e2b004394', 'id': 93214}, {'name': 'Carla Meyer', 'gender': 1, 'department': 'Crew', 'job': 'Dialect Coach', 'credit_id': '54491edf0e0a267489001c37', 'id': 122607}, {'name': 'Nick Bassett', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c485bc3a368653d001a3a', 'id': 132585}, {'name': 'Jill Cormack', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c4903c3a368653d001a74', 'id': 132596}, {'name': 'Andy McLaren', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '539c4967c3a368653d001a94', 'id': 132604}, {'name': 'Terry Notary', 'gender': 0, 'department': 'Crew', 'job': 'Motion Capture Artist', 'credit_id': '52fe48009251416c750aca45', 'id': 236696}, {'name': 'Garrett Warren', 'gender': 2, 'department': 'Crew', 'job': 'Stunt Coordinator', 'credit_id': '54959e02c3a3680fc60027d2', 'id': 956198}, {'name': 'Jonathan Rothbart', 'gender': 2, 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor', 'credit_id': '54959ca3c3a3686ae300438c', 'id': 957874}, {'name': 'Stefan Dechant', 'gender': 0, 'department': 'Art', 'job': 'Supervising Art Director', 'credit_id': '570b6f519251412c74001b2f', 'id': 957889}, {'name': 'Todd Cherniawsky', 'gender': 2, 'department': 'Art', 'job': 'Supervising Art Director', 'credit_id': '570b6f62c3a3680b77007460', 'id': 959555}, {'name': 'Miranda Rivers', 'gender': 0, 'department': 'Production', 'job': 'Casting', 'credit_id': '539c4a3ac3a36810da0021cc', 'id': 1016177}, {'name': 'Robert Stromberg', 'gender': 0, 'department': 'Art', 'job': 'Production Design', 'credit_id': '539c482cc3a36810c1002062', 'id': 1032536}, {'name': 'John Harding', 'gender': 2, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '539c4b65c3a36810c9002125', 'id': 1071680}, {'name': 'Roberto De Angelis', 'gender': 0, 'department': 'Camera', 'job': 'Steadicam Operator', 'credit_id': '54959e6692514130fc002e4e', 'id': 1177364}, {'name': 'Mike Smithson', 'gender': 2, 'department': 'Costume & Make-Up', 'job': 'Makeup Department Head', 'credit_id': '539c49f1c3a368653d001aac', 'id': 1202850}, {'name': 'Alain Lalanne', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Producer', 'credit_id': '5495999ec3a3686ae100460c', 'id': 1204668}, {'name': 'Lucas Salton', 'gender': 0, 'department': 'Vi",James Cameron
1,300000000,Adventure Fantasy Action,http://disney.go.com/disneypictures/pirates/,285,ocean drug abuse exotic island east india trading company love of one's life,en,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",139.082615,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-19,961000000,169,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"At the end of the world, the adventure begins.",Pirates of the Caribbean: At World's End,6.9,4500,Johnny Depp Orlando Bloom Keira Knightley Stellan Skarsg\u00e5rd Chow Yun-fat,"[{'name': 'Dariusz Wolski', 'gender': 2, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '52fe4232c3a36847f800b579', 'id': 120}, {'name': 'Gore Verbinski', 'gender': 2, 'department': 'Directing', 'job': 'Director', 'credit_id': '52fe4232c3a36847f800b4fd', 'id': 1704}, {'name': 'Jerry Bruckheimer', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4232c3a36847f800b54f', 'id': 770}, {'name': 'Ted Elliott', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe4232c3a36847f800b503', 'id': 1705}, {'name': 'Terry Rossio', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe4232c3a36847f800b509', 'id': 1706}, {'name': 'Stephen E. Rivkin', 'gender': 0, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe4232c3a36847f800b57f', 'id': 1721}, {'name': 'Craig Wood', 'gender': 2, 'department': 'Editing', 'job': 'Editor', 'credit_id': '52fe4232c3a36847f800b585', 'id': 1722}, {'name': 'Hans Zimmer', 'gender': 2, 'department': 'Sound', 'job': 'Original Music Composer', 'credit_id': '52fe4232c3a36847f800b573', 'id': 947}, {'name': 'Mike Stenson', 'gender': 2, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '52fe4232c3a36847f800b555', 'id': 2444}, {'name': 'Eric McLeod', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4232c3a36847f800b561', 'id': 2445}, {'name': 'Chad Oman', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4232c3a36847f800b55b', 'id': 2446}, {'name': 'Peter Kohn', 'gender': 0, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4232c3a36847f800b567', 'id': 2447}, {'name': 'Pat Sandston', 'gender': 0, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4232c3a36847f800b56d', 'id': 2448}, {'name': 'Denise Chamian', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '52fe4232c3a36847f800b58b', 'id': 2215}, {'name': 'Rick Heinrichs', 'gender': 2, 'department': 'Art', 'job': 'Production Design', 'credit_id': '52fe4232c3a36847f800b597', 'id': 1226}, {'name': 'John Dexter', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '52fe4232c3a36847f800b59d', 'id': 553}, {'name': 'Priscilla John', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '52fe4232c3a36847f800b591', 'id': 3311}, {'name': 'Cheryl Carasik', 'gender': 1, 'department': 'Art', 'job': 'Set Decoration', 'credit_id': '52fe4232c3a36847f800b5a3', 'id': 4032}, {'name': 'Liz Dann', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '52fe4232c3a36847f800b5a9', 'id': 4033}, {'name': 'Penny Rose', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '52fe4232c3a36847f800b5af', 'id': 4034}, {'name': 'Bob Badami', 'gender': 2, 'department': 'Sound', 'job': 'Music Supervisor', 'credit_id': '56427ce8c3a3686a53000d8b', 'id': 5132}, {'name': 'James Ward Byrkit', 'gender': 2, 'department': 'Art', 'job': 'Conceptual Design', 'credit_id': '55993c15c3a36855db002f33', 'id': 146439}, {'name': 'Ve Neill', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Makeup Department Head', 'credit_id': '52fe4232c3a36847f800b5b9', 'id': 406204}, {'name': 'John Dixon', 'gender': 2, 'department': 'Crew', 'job': 'Stunts', 'credit_id': '56e47f7892514132690017bd', 'id': 1259516}, {'name': 'Dottie Starling', 'gender': 0, 'department': 'Crew', 'job': 'CGI Supervisor', 'credit_id': '5740be639251416597000849', 'id': 1336716}, {'name': 'Pamela Alch', 'gender': 1, 'department': 'Directing', 'job': 'Script Supervisor', 'credit_id': '56427c639251412fc8000dc1', 'id': 1344278}, {'name': 'Allen Hall', 'gender': 0, 'department': 'Crew', 'job': 'Special Effects Coordinator', 'credit_id': '57083101c3a3681d320004e6', 'id': 1368867}, {'name': 'Melissa Muik', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '56427d5ec3a3686a62000d4a', 'id': 1368884}, {'name': 'Sharron Reynolds', 'gender': 1, 'department': 'Directing', 'job': 'Script Supervisor', 'credit_id': '56427c7b9251412fd4000e07', 'id': 1395290}, {'name': 'Barbara McDermott', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '56427d2bc3a3686a53000d9b', 'id': 1399327}, {'name': 'Karen Golden', 'gender': 1, 'department': 'Directing', 'job': 'Script Supervisor', 'credit_id': '56427cb4c3a3686a53000d87', 'id': 1400738}, {'name': 'Katie Greathouse', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '56427d169251412fd4000e23', 'id': 1534197}]",Gore Verbinski
2,245000000,Action Adventure Crime,http://www.sonypictures.com/movies/spectre/,206647,spy based on novel secret agent sequel mi6,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",107.376788,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Danjaq"", ""id"": 10761}, {""name"": ""B24"", ""id"": 69434}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-26,880674609,148,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,A Plan No One Escapes,Spectre,6.3,4466,Daniel Craig Christoph Waltz L\u00e9a Seydoux Ralph Fiennes Monica Bellucci,"[{'name': 'Thomas Newman', 'gender': 2, 'department': 'Sound', 'job': 'Original Music Composer', 'credit_id': '54805967c3a36829b5002c41', 'id': 153}, {'name': 'Sam Mendes', 'gender': 2, 'department': 'Directing', 'job': 'Director', 'credit_id': '52fe4d22c3a368484e1d8d77', 'id': 39}, {'name': 'Anna Pinnock', 'gender': 1, 'department': 'Art', 'job': 'Set Decoration', 'credit_id': '5677cd99925141691a005333', 'id': 8384}, {'name': 'John Logan', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '52fe4d22c3a368484e1d8d8d', 'id': 932}, {'name': 'John Logan', 'gender': 2, 'department': 'Writing', 'job': 'Story', 'credit_id': '562fc9bb92514129fe0006b4', 'id': 932}, {'name': 'Dennis Gassner', 'gender': 2, 'department': 'Art', 'job': 'Production Design', 'credit_id': '5654d41c92514145c3000373', 'id': 4248}, {'name': 'Ian Fleming', 'gender': 2, 'department': 'Writing', 'job': 'Characters', 'credit_id': '52fe4d22c3a368484e1d8d71', 'id': 9856}, {'name': 'Lee Smith', 'gender': 0, 'department': 'Editing', 'job': 'Editor', 'credit_id': '54805989c3a36829ae0022d8', 'id': 3904}, {'name': 'Bill Bernstein', 'gender': 2, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '5677df82c3a3681683008748', 'id': 7538}, {'name': 'Daniel Craig', 'gender': 2, 'department': 'Production', 'job': 'Co-Producer', 'credit_id': '5720e370c3a368117e00045b', 'id': 8784}, {'name': 'Jany Temime', 'gender': 1, 'department': 'Costume & Make-Up', 'job': 'Costume Design', 'credit_id': '5522fdd09251416d4a0024b6', 'id': 11227}, {'name': 'Debbie McWilliams', 'gender': 1, 'department': 'Production', 'job': 'Casting', 'credit_id': '5677cc9ac3a368167c0089b5', 'id': 10496}, {'name': 'Barbara Broccoli', 'gender': 1, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4d22c3a368484e1d8d7d', 'id': 10666}, {'name': 'Roberto Malerba', 'gender': 0, 'department': 'Production', 'job': 'Line Producer', 'credit_id': '5720e3afc3a368117e00046a', 'id': 11268}, {'name': 'Peter Clarke', 'gender': 0, 'department': 'Sound', 'job': 'Music Editor', 'credit_id': '5677df58c3a368167c008c82', 'id': 40827}, {'name': 'Christopher Assells', 'gender': 0, 'department': 'Sound', 'job': 'Sound Designer', 'credit_id': '5677dd1ec3a36816890085d3', 'id': 14764}, {'name': 'Per Hallberg', 'gender': 0, 'department': 'Sound', 'job': 'Supervising Sound Editor', 'credit_id': '566046b9c3a36875f400323a', 'id': 14765}, {'name': 'Nicole Schmied', 'gender': 0, 'department': 'Production', 'job': 'Casting', 'credit_id': '5677ccab925141691a00530f', 'id': 36108}, {'name': 'Nicole Schmied', 'gender': 0, 'department': 'Production', 'job': 'Casting Associate', 'credit_id': '5677cfe4c3a36816850087d2', 'id': 36108}, {'name': 'Robert Wade', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '562fc984c3a3681b5400e16f', 'id': 10783}, {'name': 'Robert Wade', 'gender': 2, 'department': 'Writing', 'job': 'Story', 'credit_id': '562fc9cec3a3681b4b00d168', 'id': 10783}, {'name': 'Neal Purvis', 'gender': 0, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '562fc976c3a3681b5c00dd64', 'id': 10782}, {'name': 'Neal Purvis', 'gender': 0, 'department': 'Writing', 'job': 'Story', 'credit_id': '562fc9d79251414ad800c103', 'id': 10782}, {'name': 'Callum McDougall', 'gender': 2, 'department': 'Production', 'job': 'Executive Producer', 'credit_id': '5720e61d9251414235000477', 'id': 10876}, {'name': 'Jez Butterworth', 'gender': 2, 'department': 'Writing', 'job': 'Screenplay', 'credit_id': '562fc9a89251414ad800c0fe', 'id': 21339}, {'name': 'Chris Lowe', 'gender': 0, 'department': 'Art', 'job': 'Supervising Art Director', 'credit_id': '570bd7f2c3a36802a9000412', 'id': 23425}, {'name': 'Roxana Alexandru ', 'gender': 0, 'department': 'Art', 'job': 'Assistant Art Director', 'credit_id': '5677e45ac3a368168b0084fd', 'id': 23491}, {'name': 'Jo Grover', 'gender': 0, 'department': 'Crew', 'job': 'Makeup Effects', 'credit_id': '5677e29c925141691a00561c', 'id': 23774}, {'name': 'St\\u00e9phane Foenkinos', 'gender': 2, 'department': 'Production', 'job': 'Casting', 'credit_id': '5677cf8492514179d20088ae', 'id': 10907}, {'name': 'Lorenzo Senatore', 'gender': 2, 'department': 'Camera', 'job': 'Camera Operator', 'credit_id': '5677d7b192514179d20089c6', 'id': 61851}, {'name': 'Wolfgang Ramml', 'gender': 0, 'department': 'Production', 'job': 'Line Producer', 'credit_id': '5720e6f7925141423000046b', 'id': 64000}, {'name': 'J.A.C. Redford', 'gender': 2, 'department': 'Sound', 'job': 'Orchestrator', 'credit_id': '5677dfabc3a368168000899f', 'id': 66941}, {'name': 'Gregg Wilson', 'gender': 0, 'department': 'Production', 'job': 'Associate Producer', 'credit_id': '5720e72e92514142320007fc', 'id': 81517}, {'name': 'Michael G. Wilson', 'gender': 2, 'department': 'Production', 'job': 'Producer', 'credit_id': '52fe4d22c3a368484e1d8d83', 'id': 69678}, {'name': 'Zakaria Alaoui', 'gender': 0, 'department': 'Production', 'job': 'Line Producer', 'credit_id': '5720e325c3a368118100043e', 'id': 77511}, {'name': 'Hoyte van Hoytema', 'gender': 0, 'department': 'Camera', 'job': 'Director of Photography', 'credit_id': '548059799251416e7e00265c', 'id': 74401}, {'name': 'Franco Ragusa', 'gender': 0, 'department': 'Crew', 'job': 'Special Effects Coordinator', 'credit_id': '5677cef792514179db00904d', 'id': 239885}, {'name': 'Peter Field', 'gender': 0, 'department': 'Camera', 'job': 'Camera Operator', 'credit_id': '5677d7e992514179e7008654', 'id': 937946}, {'name': 'Neal Callow', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '5677cd21c3a3681680008700', 'id': 979698}, {'name': 'Mark Harris', 'gender': 2, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '5677cd5a92514179e30086fb', 'id': 986687}, {'name': 'Billy A. Campbell', 'gender': 0, 'department': 'Crew', 'job': 'Visual Effects Editor', 'credit_id': '5678090392514179e1009958', 'id': 1024842}, {'name': 'Stacy Perskie', 'gender': 0, 'department': 'Production', 'job': 'Co-Producer', 'credit_id': '5720e6749251414240000470', 'id': 1026247}, {'name': 'Laura Schultz', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Producer', 'credit_id': '56780a2292514179dd008d18', 'id': 1029804}, {'name': 'Mari Paz Robles', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Key Hair Stylist', 'credit_id': '5677e174925141691a0055f1', 'id': 1087452}, {'name': 'Gerardo Perez Arreola', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Hairstylist', 'credit_id': '5677e0cf9251417845001631', 'id': 1099281}, {'name': 'Kenji Katori', 'gender': 0, 'department': 'Camera', 'job': 'Camera Operator', 'credit_id': '5677d73b92514179dd008471', 'id': 1118711}, {'name': 'Ben Collins', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '5677cd3a92514179d2008852', 'id': 1296445}, {'name': 'Tusse Lande', 'gender': 0, 'department': 'Production', 'job': 'Casting Associate', 'credit_id': '5677cfc3c3a3681680008755', 'id': 1305251}, {'name': 'Donald Mowat', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Makeup Artist', 'credit_id': '5677e24f92514179e70087da', 'id': 1315700}, {'name': 'Ken Crouch', 'gender': 0, 'department': 'Costume & Make-Up', 'job': 'Costume Supervisor', 'credit_id': '5677d622c3a368167c008b25', 'id': 1319160}, {'name': 'Andrew Bennett', 'gender': 0, 'department': 'Art', 'job': 'Art Direction', 'credit_id': '5677cd0ec3a368168e008f75', 'id': 1335539}, {'name': 'Sean McGrath', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Coordinator', 'credit_id': '56780833925141691a005c2f', 'id': 1338241}, {'name': ""Dan O'Connell"", 'gender': 0, 'department': 'Sound', 'job': 'Foley', 'credit_id': '5677dcc7c3a36816830086cc', 'id': 1338372}, {'name': 'Mark Curtis', 'gender': 0, 'department': 'Visual Effects', 'job': 'Visual Effects Supervisor', 'credit_id': '56780ac692514179dd008d31', 'id': 1341741}, {'name': 'Gregg Rudloff', 'gender': 2, 'department': 'Sound', 'job': 'Sound Re-Recording Mixer', 'credit_id': '5677dd9fc3a368168b0083f0', 'id': 1341858}, {'name': 'Jayne-Ann Tenggren', 'gender': 0, 'department': 'Directing', 'job': 'Script Supervisor', 'credit_id': '566047029251412204002337', 'id': 1342669}, {'name': 'Jayne-Ann T",Sam Mendes
